"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 10 19:21:18 UTC 2025","Mon Nov 10 19:21:18 UTC 2025","89","test.author","test_delete_author","","","","test_delete_author_empty_document_id",""
"passed","Mon Nov 10 19:21:34 UTC 2025","Mon Nov 10 19:21:34 UTC 2025","254","test.author","test_update_author","","","","test_update_author_articles_empty_array",""
"passed","Mon Nov 10 19:21:40 UTC 2025","Mon Nov 10 19:21:40 UTC 2025","145","test.category","test_create_category","","","","test_create_category_min_name_length",""
"skipped","Mon Nov 10 19:21:42 UTC 2025","Mon Nov 10 19:21:43 UTC 2025","139","test.category","test_create_category","","","","test_create_category_empty_name",""
"passed","Mon Nov 10 19:20:30 UTC 2025","Mon Nov 10 19:20:30 UTC 2025","124","test.article","test_delete_article","","","","test_delete_article_empty_auth_header",""
"passed","Mon Nov 10 19:20:34 UTC 2025","Mon Nov 10 19:20:34 UTC 2025","222","test.article","test_list_articles","","","","test_list_articles_filter_by_exact_title_case_insensitive",""
"passed","Mon Nov 10 19:20:43 UTC 2025","Mon Nov 10 19:20:43 UTC 2025","512","test.article","test_list_articles","","","","test_list_articles_filter_draft",""
"passed","Mon Nov 10 19:22:05 UTC 2025","Mon Nov 10 19:22:05 UTC 2025","196","test.category","test_view_category","","","","test_get_category_validate_all_fields",""
"skipped","Mon Nov 10 19:20:47 UTC 2025","Mon Nov 10 19:20:47 UTC 2025","178","test.article","test_list_articles","","","","test_list_articles_with_invalid_filter_type",""
"skipped","Mon Nov 10 19:21:14 UTC 2025","Mon Nov 10 19:21:14 UTC 2025","130","test.author","test_create_author","","","","test_create_author_empty_name",""
"passed","Mon Nov 10 19:21:08 UTC 2025","Mon Nov 10 19:21:09 UTC 2025","129","test.article","test_view_article","","","","test_get_article_document_id_special_chars",""
"passed","Mon Nov 10 19:20:45 UTC 2025","Mon Nov 10 19:20:45 UTC 2025","189","test.article","test_list_articles","","","","test_list_articles_default_pagination",""
"passed","Mon Nov 10 19:21:58 UTC 2025","Mon Nov 10 19:21:58 UTC 2025","201","test.category","test_update_category","","","","test_update_category_keep_slug",""
"passed","Mon Nov 10 19:20:23 UTC 2025","Mon Nov 10 19:20:24 UTC 2025","329","test.article","test_create_article","","","","test_create_article_valid_title_length",""
"passed","Mon Nov 10 19:21:17 UTC 2025","Mon Nov 10 19:21:17 UTC 2025","94","test.author","test_delete_author","","","","test_delete_author_missing_auth",""
"passed","Mon Nov 10 19:20:35 UTC 2025","Mon Nov 10 19:20:35 UTC 2025","574","test.article","test_list_articles","","","","test_list_articles_filter_or",""
"passed","Mon Nov 10 19:21:16 UTC 2025","Mon Nov 10 19:21:16 UTC 2025","150","test.author","test_delete_author","","","","test_delete_author_valid",""
"passed","Mon Nov 10 19:20:28 UTC 2025","Mon Nov 10 19:20:28 UTC 2025","96","test.article","test_delete_article","","","","test_delete_article_missing_auth",""
"skipped","Mon Nov 10 19:21:32 UTC 2025","Mon Nov 10 19:21:32 UTC 2025","213","test.author","test_update_author","","","","test_update_author_invalid_email_format",""
"passed","Mon Nov 10 19:21:09 UTC 2025","Mon Nov 10 19:21:09 UTC 2025","738","test.article","test_view_article","","","","test_get_article_deleted",""
"passed","Mon Nov 10 19:21:22 UTC 2025","Mon Nov 10 19:21:22 UTC 2025","197","test.author","test_list_authors","","","","test_list_authors_filter_name_and_email",""
"passed","Mon Nov 10 19:21:07 UTC 2025","Mon Nov 10 19:21:07 UTC 2025","174","test.article","test_view_article","","","","test_get_article_nonexistent_document_id",""
"passed","Mon Nov 10 19:22:04 UTC 2025","Mon Nov 10 19:22:05 UTC 2025","182","test.category","test_view_category","","","","test_get_category_nonexistent_document_id",""
"passed","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","170","test.author","test_list_authors","","","","test_list_authors_combined_params",""
"passed","Mon Nov 10 19:21:35 UTC 2025","Mon Nov 10 19:21:36 UTC 2025","189","test.author","test_view_author","","","","test_get_author_empty_document_id",""
"skipped","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","107","test.author","test_list_authors","","","","test_list_authors_page_string",""
"passed","Mon Nov 10 19:21:35 UTC 2025","Mon Nov 10 19:21:35 UTC 2025","128","test.author","test_view_author","","","","test_get_author_nonexistent_document_id",""
"skipped","Mon Nov 10 19:20:47 UTC 2025","Mon Nov 10 19:20:47 UTC 2025","115","test.article","test_list_articles","","","","test_pagination_page_string",""
"passed","Mon Nov 10 19:21:29 UTC 2025","Mon Nov 10 19:21:29 UTC 2025","197","test.author","test_update_author","","","","test_update_author_avatar_null",""
"skipped","Mon Nov 10 19:21:54 UTC 2025","Mon Nov 10 19:21:54 UTC 2025","150","test.category","test_list_categories","","","","test_list_categories_page_negative",""
"passed","Mon Nov 10 19:21:15 UTC 2025","Mon Nov 10 19:21:15 UTC 2025","132","test.author","test_create_author","","","","test_create_author_invalid_article_relation",""
"skipped","Mon Nov 10 19:20:25 UTC 2025","Mon Nov 10 19:20:25 UTC 2025","267","test.article","test_create_article","","","","test_create_article_missing_title",""
"passed","Mon Nov 10 19:21:42 UTC 2025","Mon Nov 10 19:21:42 UTC 2025","161","test.category","test_create_category","","","","test_create_category_unique_fields",""
"passed","Mon Nov 10 19:21:22 UTC 2025","Mon Nov 10 19:21:23 UTC 2025","227","test.author","test_list_authors","","","","test_list_authors_filter_and",""
"passed","Mon Nov 10 19:21:50 UTC 2025","Mon Nov 10 19:21:50 UTC 2025","283","test.category","test_list_categories","","","","test_list_categories_filter_name_and_slug",""
"passed","Mon Nov 10 19:22:05 UTC 2025","Mon Nov 10 19:22:05 UTC 2025","535","test.category","test_view_category","","","","test_get_category_invalid_document_id_format",""
"passed","Mon Nov 10 19:20:34 UTC 2025","Mon Nov 10 19:20:34 UTC 2025","212","test.article","test_list_articles","","","","test_list_articles_without_filters",""
"passed","Mon Nov 10 19:20:40 UTC 2025","Mon Nov 10 19:20:40 UTC 2025","477","test.article","test_list_articles","","","","test_list_articles_filter_contains_title",""
"passed","Mon Nov 10 19:21:43 UTC 2025","Mon Nov 10 19:21:43 UTC 2025","136","test.category","test_create_category","","","","test_create_category_empty_articles_connect",""
"skipped","Mon Nov 10 19:21:53 UTC 2025","Mon Nov 10 19:21:54 UTC 2025","153","test.category","test_list_categories","","","","test_list_categories_page_size_string",""
"passed","Mon Nov 10 19:22:04 UTC 2025","Mon Nov 10 19:22:04 UTC 2025","224","test.category","test_view_category","","","","test_get_category_valid_document_id",""
"passed","Mon Nov 10 19:21:11 UTC 2025","Mon Nov 10 19:21:12 UTC 2025","148","test.author","test_create_author","","","","test_create_author_valid_name_length",""
"skipped","Mon Nov 10 19:20:30 UTC 2025","Mon Nov 10 19:20:30 UTC 2025","115","test.article","test_delete_article","","","","test_delete_article_nonexistent",""
"passed","Mon Nov 10 19:21:39 UTC 2025","Mon Nov 10 19:21:40 UTC 2025","368","test.category","test_create_category","","","","test_create_category_minimum_fields",""
"passed","Mon Nov 10 19:21:49 UTC 2025","Mon Nov 10 19:21:49 UTC 2025","348","test.category","test_list_categories","","","","test_list_categories_filter_description_null",""
"passed","Mon Nov 10 19:21:25 UTC 2025","Mon Nov 10 19:21:25 UTC 2025","177","test.author","test_update_author","","","","test_update_author_valid_name",""
"passed","Mon Nov 10 19:21:51 UTC 2025","Mon Nov 10 19:21:51 UTC 2025","285","test.category","test_list_categories","","","","test_list_categories_filter_and",""
"skipped","Mon Nov 10 19:20:57 UTC 2025","Mon Nov 10 19:20:57 UTC 2025","421","test.article","test_update_article","","","","test_update_article_empty_title",""
"passed","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","189","test.author","test_list_authors","","","","test_list_authors_malformed_filter",""
"passed","Mon Nov 10 19:21:26 UTC 2025","Mon Nov 10 19:21:27 UTC 2025","361","test.author","test_update_author","","","","test_update_author_valid_articles_relation",""
"passed","Mon Nov 10 19:21:23 UTC 2025","Mon Nov 10 19:21:23 UTC 2025","304","test.author","test_list_authors","","","","test_list_authors_populate_and_fields",""
"passed","Mon Nov 10 19:21:55 UTC 2025","Mon Nov 10 19:21:56 UTC 2025","171","test.category","test_update_category","","","","test_update_category_valid_description",""
"passed","Mon Nov 10 19:21:15 UTC 2025","Mon Nov 10 19:21:15 UTC 2025","115","test.author","test_create_author","","","","test_create_author_negative_avatar",""
"passed","Mon Nov 10 19:21:21 UTC 2025","Mon Nov 10 19:21:21 UTC 2025","189","test.author","test_list_authors","","","","test_list_authors_sorted_by_name_asc",""
"passed","Mon Nov 10 19:20:35 UTC 2025","Mon Nov 10 19:20:36 UTC 2025","278","test.article","test_list_articles","","","","test_list_articles_filter_and",""
"passed","Mon Nov 10 19:21:40 UTC 2025","Mon Nov 10 19:21:41 UTC 2025","166","test.category","test_create_category","","","","test_create_category_valid_slug",""
"passed","Mon Nov 10 19:21:16 UTC 2025","Mon Nov 10 19:21:16 UTC 2025","111","test.author","test_create_author","","","","test_create_author_invalid_token",""
"passed","Mon Nov 10 19:21:28 UTC 2025","Mon Nov 10 19:21:28 UTC 2025","174","test.author","test_update_author","","","","test_update_author_single_field",""
"passed","Mon Nov 10 19:21:15 UTC 2025","Mon Nov 10 19:21:15 UTC 2025","146","test.author","test_create_author","","","","test_create_author_empty_email",""
"skipped","Mon Nov 10 19:21:53 UTC 2025","Mon Nov 10 19:21:53 UTC 2025","128","test.category","test_list_categories","","","","test_list_categories_page_string",""
"passed","Mon Nov 10 19:20:34 UTC 2025","Mon Nov 10 19:20:34 UTC 2025","174","test.article","test_list_articles","","","","test_list_articles_filter_by_exact_title",""
"passed","Mon Nov 10 19:21:12 UTC 2025","Mon Nov 10 19:21:12 UTC 2025","181","test.author","test_create_author","","","","test_create_author_valid_email",""
"passed","Mon Nov 10 19:21:43 UTC 2025","Mon Nov 10 19:21:43 UTC 2025","120","test.category","test_create_category","","","","test_create_category_numeric_name",""
"passed","Mon Nov 10 19:20:45 UTC 2025","Mon Nov 10 19:20:46 UTC 2025","213","test.article","test_list_articles","","","","test_list_articles_custom_pagination",""
"passed","Mon Nov 10 19:20:42 UTC 2025","Mon Nov 10 19:20:43 UTC 2025","220","test.article","test_list_articles","","","","test_list_articles_filter_published",""
"passed","Mon Nov 10 19:20:48 UTC 2025","Mon Nov 10 19:20:49 UTC 2025","394","test.article","test_update_article","","","","test_update_article_valid_title",""
"passed","Mon Nov 10 19:21:14 UTC 2025","Mon Nov 10 19:21:14 UTC 2025","147","test.author","test_create_author","","","","test_create_author_empty_articles_connect",""
"passed","Mon Nov 10 19:21:43 UTC 2025","Mon Nov 10 19:21:44 UTC 2025","164","test.category","test_create_category","","","","test_create_category_invalid_connect_object",""
"passed","Mon Nov 10 19:21:03 UTC 2025","Mon Nov 10 19:21:03 UTC 2025","129","test.article","test_update_article","","","","test_update_article_invalid_title_type",""
"passed","Mon Nov 10 19:20:27 UTC 2025","Mon Nov 10 19:20:27 UTC 2025","121","test.article","test_create_article","","","","test_create_article_empty_body",""
"passed","Mon Nov 10 19:21:36 UTC 2025","Mon Nov 10 19:21:36 UTC 2025","173","test.author","test_view_author","","","","test_get_author_with_populate_avatar",""
"passed","Mon Nov 10 19:21:45 UTC 2025","Mon Nov 10 19:21:45 UTC 2025","77","test.category","test_delete_category","","","","test_delete_category_missing_auth",""
"passed","Mon Nov 10 19:21:59 UTC 2025","Mon Nov 10 19:21:59 UTC 2025","99","test.category","test_update_category","","","","test_update_category_missing_auth",""
"skipped","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","115","test.author","test_list_authors","","","","test_list_authors_page_size_string",""
"skipped","Mon Nov 10 19:21:18 UTC 2025","Mon Nov 10 19:21:18 UTC 2025","122","test.author","test_delete_author","","","","test_delete_author_nonexistent",""
"passed","Mon Nov 10 19:20:41 UTC 2025","Mon Nov 10 19:20:42 UTC 2025","451","test.article","test_list_articles","","","","test_list_articles_filter_starts_with_slug",""
"passed","Mon Nov 10 19:21:21 UTC 2025","Mon Nov 10 19:21:22 UTC 2025","276","test.author","test_list_authors","","","","test_list_authors_filter_email_contains",""
"passed","Mon Nov 10 19:21:23 UTC 2025","Mon Nov 10 19:21:23 UTC 2025","132","test.author","test_list_authors","","","","test_list_authors_without_count",""
"passed","Mon Nov 10 19:21:12 UTC 2025","Mon Nov 10 19:21:12 UTC 2025","250","test.author","test_create_author","","","","test_create_author_with_valid_article_relation",""
"passed","Mon Nov 10 19:21:22 UTC 2025","Mon Nov 10 19:21:22 UTC 2025","324","test.author","test_list_authors","","","","test_list_authors_filter_or",""
"passed","Mon Nov 10 19:21:33 UTC 2025","Mon Nov 10 19:21:33 UTC 2025","198","test.author","test_update_author","","","","test_update_author_negative_avatar",""
"passed","Mon Nov 10 19:21:14 UTC 2025","Mon Nov 10 19:21:14 UTC 2025","112","test.author","test_create_author","","","","test_create_author_numeric_name",""
"skipped","Mon Nov 10 19:21:42 UTC 2025","Mon Nov 10 19:21:42 UTC 2025","232","test.category","test_create_category","","","","test_create_category_missing_name",""
"passed","Mon Nov 10 19:21:23 UTC 2025","Mon Nov 10 19:21:23 UTC 2025","279","test.author","test_list_authors","","","","test_list_authors_filter_and_sort",""
"passed","Mon Nov 10 19:21:01 UTC 2025","Mon Nov 10 19:21:01 UTC 2025","320","test.article","test_update_article","","","","test_update_article_duplicate_slug",""
"passed","Mon Nov 10 19:21:50 UTC 2025","Mon Nov 10 19:21:51 UTC 2025","349","test.category","test_list_categories","","","","test_list_categories_filter_or",""
"passed","Mon Nov 10 19:21:56 UTC 2025","Mon Nov 10 19:21:56 UTC 2025","177","test.category","test_update_category","","","","test_update_category_multiple_fields",""
"passed","Mon Nov 10 19:20:46 UTC 2025","Mon Nov 10 19:20:46 UTC 2025","203","test.article","test_list_articles","","","","test_list_articles_filter_title_and_status",""
"passed","Mon Nov 10 19:22:01 UTC 2025","Mon Nov 10 19:22:02 UTC 2025","344","test.category","test_update_category","","","","test_update_category_duplicate_slug",""
"passed","Mon Nov 10 19:21:47 UTC 2025","Mon Nov 10 19:21:48 UTC 2025","225","test.category","test_list_categories","","","","test_list_categories_default_pagination",""
"skipped","Mon Nov 10 19:21:14 UTC 2025","Mon Nov 10 19:21:14 UTC 2025","157","test.author","test_create_author","","","","test_create_author_missing_name",""
"passed","Mon Nov 10 19:21:51 UTC 2025","Mon Nov 10 19:21:52 UTC 2025","354","test.category","test_list_categories","","","","test_list_categories_filter_slug_starts_with",""
"passed","Mon Nov 10 19:22:05 UTC 2025","Mon Nov 10 19:22:05 UTC 2025","138","test.category","test_view_category","","","","test_get_category_empty_document_id",""
"passed","Mon Nov 10 19:20:27 UTC 2025","Mon Nov 10 19:20:27 UTC 2025","79","test.article","test_create_article","","","","test_create_article_invalid_token",""
"passed","Mon Nov 10 19:22:06 UTC 2025","Mon Nov 10 19:22:07 UTC 2025","472","test.category","test_view_category","","","","test_get_category_deleted",""
"skipped","Mon Nov 10 19:21:54 UTC 2025","Mon Nov 10 19:21:54 UTC 2025","157","test.category","test_list_categories","","","","test_list_categories_page_decimal",""
"passed","Mon Nov 10 19:21:57 UTC 2025","Mon Nov 10 19:21:58 UTC 2025","174","test.category","test_update_category","","","","test_update_category_single_field",""
"passed","Mon Nov 10 19:22:05 UTC 2025","Mon Nov 10 19:22:06 UTC 2025","427","test.category","test_view_category","","","","test_get_category_with_empty_description",""
"passed","Mon Nov 10 19:20:43 UTC 2025","Mon Nov 10 19:20:44 UTC 2025","480","test.article","test_list_articles","","","","test_list_articles_filter_author_null",""
"passed","Mon Nov 10 19:20:46 UTC 2025","Mon Nov 10 19:20:46 UTC 2025","154","test.article","test_list_articles","","","","test_list_articles_sorted_by_multiple_fields",""
"passed","Mon Nov 10 19:20:55 UTC 2025","Mon Nov 10 19:20:55 UTC 2025","404","test.article","test_update_article","","","","test_update_article_keep_slug",""
"broken","Mon Nov 10 19:21:48 UTC 2025","Mon Nov 10 19:21:48 UTC 2025","183","test.category","test_list_categories","","","","test_list_categories_sorted_by_name_asc",""
"passed","Mon Nov 10 19:22:03 UTC 2025","Mon Nov 10 19:22:03 UTC 2025","217","test.category","test_update_category","","","","test_update_category_invalid_description_type",""
"skipped","Mon Nov 10 19:21:31 UTC 2025","Mon Nov 10 19:21:31 UTC 2025","200","test.author","test_update_author","","","","test_update_author_name_too_long",""
"skipped","Mon Nov 10 19:21:46 UTC 2025","Mon Nov 10 19:21:46 UTC 2025","112","test.category","test_delete_category","","","","test_delete_category_nonexistent",""
"passed","Mon Nov 10 19:20:46 UTC 2025","Mon Nov 10 19:20:46 UTC 2025","196","test.article","test_list_articles","","","","test_list_articles_select_specific_fields",""
"passed","Mon Nov 10 19:21:17 UTC 2025","Mon Nov 10 19:21:17 UTC 2025","106","test.author","test_delete_author","","","","test_delete_author_invalid_token",""
"passed","Mon Nov 10 19:20:42 UTC 2025","Mon Nov 10 19:20:42 UTC 2025","442","test.article","test_list_articles","","","","test_list_articles_filter_ends_with_slug",""
"passed","Mon Nov 10 19:21:33 UTC 2025","Mon Nov 10 19:21:33 UTC 2025","166","test.author","test_update_author","","","","test_update_author_avatar_wrong_type",""
"passed","Mon Nov 10 19:21:39 UTC 2025","Mon Nov 10 19:21:39 UTC 2025","160","test.category","test_create_category","","","","test_create_category_all_valid_fields",""
"skipped","Mon Nov 10 19:20:20 UTC 2025","Mon Nov 10 19:20:21 UTC 2025","471","test.article","test_create_article","","","","test_create_article_draft_with_null_publishedAt",""
"skipped","Mon Nov 10 19:20:25 UTC 2025","Mon Nov 10 19:20:25 UTC 2025","129","test.article","test_create_article","","","","test_create_article_title_too_long",""
"passed","Mon Nov 10 19:20:26 UTC 2025","Mon Nov 10 19:20:27 UTC 2025","131","test.article","test_create_article","","","","test_create_article_invalid_category",""
"passed","Mon Nov 10 19:20:56 UTC 2025","Mon Nov 10 19:20:56 UTC 2025","101","test.article","test_update_article","","","","test_update_article_missing_auth",""
"passed","Mon Nov 10 19:21:13 UTC 2025","Mon Nov 10 19:21:13 UTC 2025","156","test.author","test_create_author","","","","test_create_author_with_valid_avatar",""
"passed","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","92","test.author","test_list_authors","","","","test_list_authors_invalid_filter_field",""
"passed","Mon Nov 10 19:21:16 UTC 2025","Mon Nov 10 19:21:16 UTC 2025","108","test.author","test_create_author","","","","test_create_author_invalid_body_format",""
"passed","Mon Nov 10 19:21:11 UTC 2025","Mon Nov 10 19:21:11 UTC 2025","151","test.author","test_create_author","","","","test_create_author_minimum_fields",""
"passed","Mon Nov 10 19:20:26 UTC 2025","Mon Nov 10 19:20:26 UTC 2025","250","test.article","test_create_article","","","","test_create_article_invalid_description_type",""
"passed","Mon Nov 10 19:20:49 UTC 2025","Mon Nov 10 19:20:50 UTC 2025","349","test.article","test_update_article","","","","test_update_article_valid_description",""
"skipped","Mon Nov 10 19:21:18 UTC 2025","Mon Nov 10 19:21:18 UTC 2025","277","test.author","test_delete_author","","","","test_delete_author_twice",""
"passed","Mon Nov 10 19:20:50 UTC 2025","Mon Nov 10 19:20:51 UTC 2025","441","test.article","test_update_article","","","","test_update_article_valid_slug",""
"passed","Mon Nov 10 19:22:03 UTC 2025","Mon Nov 10 19:22:03 UTC 2025","155","test.category","test_update_category","","","","test_update_category_invalid_articles",""
"passed","Mon Nov 10 19:21:59 UTC 2025","Mon Nov 10 19:21:59 UTC 2025","145","test.category","test_update_category","","","","test_update_category_invalid_token",""
"skipped","Mon Nov 10 19:20:31 UTC 2025","Mon Nov 10 19:20:31 UTC 2025","379","test.article","test_delete_article","","","","test_delete_article_twice",""
"passed","Mon Nov 10 19:20:27 UTC 2025","Mon Nov 10 19:20:27 UTC 2025","95","test.article","test_create_article","","","","test_create_article_invalid_body_format",""
"passed","Mon Nov 10 19:21:50 UTC 2025","Mon Nov 10 19:21:50 UTC 2025","332","test.category","test_list_categories","","","","test_list_categories_filter_description_not_null",""
"passed","Mon Nov 10 19:21:45 UTC 2025","Mon Nov 10 19:21:45 UTC 2025","74","test.category","test_delete_category","","","","test_delete_category_invalid_token",""
"passed","Mon Nov 10 19:20:32 UTC 2025","Mon Nov 10 19:20:32 UTC 2025","438","test.article","test_delete_article","","","","test_delete_article_then_get",""
"passed","Mon Nov 10 19:20:36 UTC 2025","Mon Nov 10 19:20:39 UTC 2025","3152","test.article","test_list_articles","","","","test_list_articles_between_single_match",""
"passed","Mon Nov 10 19:21:48 UTC 2025","Mon Nov 10 19:21:48 UTC 2025","301","test.category","test_list_categories","","","","test_list_categories_custom_pagination",""
"passed","Mon Nov 10 19:21:36 UTC 2025","Mon Nov 10 19:21:36 UTC 2025","529","test.author","test_view_author","","","","test_get_author_invalid_document_id_format",""
"passed","Mon Nov 10 19:21:20 UTC 2025","Mon Nov 10 19:21:21 UTC 2025","209","test.author","test_list_authors","","","","test_list_authors_select_specific_fields",""
"passed","Mon Nov 10 19:21:07 UTC 2025","Mon Nov 10 19:21:08 UTC 2025","453","test.article","test_view_article","","","","test_get_article_with_null_fields",""
"passed","Mon Nov 10 19:21:05 UTC 2025","Mon Nov 10 19:21:05 UTC 2025","106","test.article","test_update_article","","","","test_update_article_invalid_json_format",""
"skipped","Mon Nov 10 19:20:47 UTC 2025","Mon Nov 10 19:20:47 UTC 2025","110","test.article","test_list_articles","","","","test_pagination_page_size_string",""
"passed","Mon Nov 10 19:21:19 UTC 2025","Mon Nov 10 19:21:20 UTC 2025","200","test.author","test_list_authors","","","","test_list_authors_without_filters",""
"passed","Mon Nov 10 19:21:08 UTC 2025","Mon Nov 10 19:21:08 UTC 2025","168","test.article","test_view_article","","","","test_get_article_validate_all_fields",""
"passed","Mon Nov 10 19:21:41 UTC 2025","Mon Nov 10 19:21:41 UTC 2025","143","test.category","test_create_category","","","","test_create_category_without_description",""
"passed","Mon Nov 10 19:21:42 UTC 2025","Mon Nov 10 19:21:42 UTC 2025","120","test.category","test_create_category","","","","test_create_category_name_special_chars",""
"passed","Mon Nov 10 19:20:34 UTC 2025","Mon Nov 10 19:20:34 UTC 2025","150","test.article","test_list_articles","","","","test_list_articles_filter_by_empty_exact_title",""
